Usage (kWh),TimeOfDay,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft,anomaly_probability,business_rule_score,hybrid_score,hybrid_alert
106,2,7,7,0,1,37,0,0,0,0.5065526086823708,1,0.41458682607765956,0
193,1,5,18,0,0,32,28,1,0,0.22100838020401115,2,0.2747058661428078,0
55,2,2,21,1,1,38,11,1,1,0.5115750927093429,2,0.47810256489653996,0
490,3,3,19,1,1,36,46,1,1,0.3300580316751207,2,0.35104062217258447,0
143,3,10,8,0,1,18,68,1,1,0.5766159388084044,3,0.5836311571658831,1
390,4,2,8,0,0,13,42,0,0,0.4742159804890692,0,0.33195118634234844,0
429,4,2,5,1,0,27,69,1,1,0.5832461397016919,3,0.5882722977911843,1
120,4,4,14,0,0,34,70,0,0,0.28935686049835296,2,0.32254980234884706,0
446,1,6,9,0,1,43,48,1,1,0.3758714427565397,2,0.3831100099295778,0
392,1,7,22,0,0,34,74,1,1,0.3805040225714227,3,0.44635281579999586,0
481,3,4,14,1,1,27,47,1,1,0.2962445766373133,3,0.3873712036461193,0
414,1,1,7,0,1,50,24,1,1,0.6069965685477845,1,0.4848975979834491,0
490,1,8,24,0,1,49,76,1,1,0.6327727147629907,3,0.6229409003340934,1
200,4,5,24,1,1,26,63,0,1,0.43268143857021113,2,0.42287700699914776,0
106,3,10,9,1,1,15,36,0,0,0.4874229258195575,3,0.5211960480736901,1
75,1,10,22,0,0,49,8,0,0,0.685834642326947,2,0.6000842496288629,1
138,1,2,17,0,0,30,48,1,0,0.31555104443067583,1,0.2808857311014731,0
367,3,2,10,0,1,49,42,0,0,0.2710282025909265,0,0.18971974181364856,0
324,3,4,6,0,1,21,22,0,0,0.3069718572931046,0,0.21488030010517323,0
368,3,9,19,1,0,19,84,0,0,0.5702867822616671,2,0.5192007475831669,1
63,1,8,19,1,1,36,67,0,1,0.822587272727179,4,0.8158110909090253,1
235,2,7,20,0,1,48,65,0,1,0.3231893363077265,2,0.34623253541540855,0
496,4,5,19,1,0,28,47,1,0,0.30993662490014995,1,0.276955637430105,0
292,2,9,19,1,0,34,42,0,0,0.14940652754338535,1,0.16458456928036974,0
332,4,3,18,0,0,22,57,0,0,0.2716939760706002,0,0.19018578324942012,0
280,1,8,9,0,1,42,72,0,1,0.45202017318286913,1,0.3764141212280084,0
76,2,10,19,1,0,42,60,0,0,0.46946334359550834,2,0.4486243405168558,0
324,4,7,13,1,1,35,35,1,1,0.13215828226779625,3,0.27251079758745733,0
392,3,6,20,0,1,36,87,0,1,0.5305196422196222,2,0.4913637495537355,0
474,4,8,13,1,0,33,44,1,0,0.18660373496155747,2,0.2506226144730902,0
170,4,8,14,1,0,47,14,1,0,0.3465978026050359,1,0.30261846182352514,0
209,1,5,23,0,1,20,31,0,0,0.2622736430768925,1,0.24359155015382472,0
138,1,10,21,0,1,21,65,0,1,0.5824355826743784,3,0.5877049078720649,1
165,1,6,6,0,1,22,27,1,1,0.3228772042190692,1,0.2860140429533484,0
381,3,2,6,1,0,50,57,0,0,0.512495578055647,0,0.3587469046389529,0
491,2,4,20,1,1,50,36,1,1,0.3678481345976041,3,0.43749369421832285,0
198,3,8,8,1,1,20,3,0,0,0.41039279292902775,2,0.4072749550503194,0
354,2,1,5,1,1,29,48,0,0,0.5937071352433794,2,0.5355949946703655,1
343,2,7,22,1,0,41,4,0,0,0.23858646575013898,1,0.22701052602509728,0
474,2,5,11,0,0,36,13,1,0,0.2967432945986006,1,0.26772030621902043,0
280,1,7,11,1,0,27,72,1,1,0.412859388838564,2,0.4090015721869948,0
481,4,8,25,0,0,16,88,1,1,0.6876648369019982,2,0.6013653858313988,1
365,1,4,24,0,0,25,33,0,0,0.29339091620513835,1,0.26537364134359687,0
99,2,6,15,1,0,45,31,1,0,0.2473096308287004,2,0.29311674158009027,0
450,3,3,23,1,1,35,0,1,1,0.43074640255974583,3,0.48152248179182205,0
145,1,5,10,1,1,28,52,1,1,0.30926572647754524,2,0.3364860085342817,0
243,1,4,20,0,0,33,56,0,0,0.32092929836734796,0,0.22465050885714355,0
202,1,1,11,0,0,10,11,1,0,0.506492336899323,1,0.4145446358295261,0
415,1,7,24,1,1,47,77,1,1,0.5705795154326962,3,0.5794056608028874,1
328,1,4,23,1,1,48,77,0,1,0.6037531970561025,3,0.6026272379392718,1
363,1,5,17,1,0,31,25,1,0,0.1924881070036567,2,0.25474167490255967,0
91,3,10,9,0,1,14,35,0,0,0.46420195624638017,2,0.4449413693724661,0
90,1,10,5,0,0,39,63,0,0,0.6768598457022835,2,0.5938018919915984,1
212,4,2,7,0,0,12,28,0,0,0.36977693245244725,0,0.25884385271671306,0
474,3,2,17,0,0,32,21,1,0,0.3514717123146074,1,0.3060301986202252,0
350,3,5,25,1,0,48,74,0,0,0.34793502145405053,2,0.3635545150178353,0
129,4,6,19,1,1,46,5,1,1,0.4187372860658042,3,0.4731161002460629,0
472,2,9,17,1,1,43,72,1,1,0.5806972211760242,4,0.6464880548232169,1
125,3,10,25,0,1,24,10,1,1,0.48039592140010645,1,0.3962771449800745,0
240,2,7,9,0,0,29,11,0,0,0.24338853289870355,0,0.17037197302909246,0
139,3,7,25,1,1,13,78,1,1,0.7578517710645716,4,0.7704962397452001,1
80,1,8,23,1,0,20,8,1,0,0.5531972493440471,2,0.5072380745408329,1
219,2,5,21,0,1,45,26,0,0,0.11401707265505268,1,0.13981195085853687,0
460,1,10,16,1,1,41,60,1,1,0.44754241358716673,2,0.4332796895110167,0
215,3,6,18,0,1,30,41,1,1,0.09073933711874227,2,0.1835175359831196,0
401,4,9,23,1,0,29,59,1,0,0.2277672024226568,1,0.21943704169585976,0
106,1,4,20,0,1,20,65,1,1,0.5434282573280852,2,0.5003997801296596,1
75,4,3,24,0,0,29,26,1,0,0.3712092709281023,2,0.3798464896496716,0
357,2,1,24,1,0,45,76,1,1,0.5150286482128748,2,0.4805200537490123,0
322,3,6,10,1,1,26,11,1,1,0.13052668050896876,2,0.21136867635627812,0
481,4,8,24,0,0,49,72,1,1,0.47444496472783404,3,0.5121114753094838,1
205,3,8,15,0,1,14,44,1,1,0.3432543433332855,2,0.36027804033329985,0
203,4,4,12,1,1,42,11,1,1,0.2318926006246942,3,0.3423248204372859,0
192,4,4,12,0,1,23,16,1,1,0.15452699979257423,1,0.16816889985480193,0
397,4,8,24,1,1,23,38,1,1,0.23074424454892617,3,0.3415209711842483,0
405,3,8,23,1,1,21,11,1,1,0.30205320318720774,3,0.39143724223104537,0
364,3,4,10,0,1,30,12,1,1,0.13465745235692228,1,0.15426021664984557,0
403,2,5,9,0,0,24,11,1,0,0.16015622273618768,2,0.23210935591533138,0
385,1,10,13,0,1,45,6,1,1,0.30816653586316245,2,0.3357165751042137,0
271,1,7,23,0,0,46,70,0,0,0.44504536800523276,1,0.3715317576036629,0
353,3,5,20,1,1,15,12,0,0,0.3256321460254028,2,0.34794250221778195,0
316,3,1,13,0,0,18,66,0,0,0.34870554486144956,1,0.30409388140301463,0
297,3,2,6,1,0,37,4,0,0,0.31368734270181464,1,0.2795811398912702,0
438,4,4,19,0,1,40,27,1,1,0.18596809248907686,1,0.19017766474235379,0
394,1,2,17,1,1,48,86,0,1,0.8485905805543206,3,0.7740134063880244,1
255,4,7,13,1,1,48,4,0,0,0.3147012098662617,1,0.2802908469063832,0
204,4,2,20,0,1,47,47,1,1,0.1637793944717062,2,0.23464557613019432,0
124,2,5,12,0,1,24,21,0,0,0.21667412606217906,0,0.15167188824352534,0
319,1,9,11,0,1,23,69,0,1,0.43335545867311376,2,0.4233488210711796,0
253,4,5,10,1,0,37,19,1,0,0.09616430827799616,2,0.1873150157945973,0
215,3,2,24,1,0,25,81,1,1,0.40312469211404867,2,0.40218728447983404,0
293,2,1,16,0,0,20,89,1,1,0.6058458501446095,3,0.6040920951012265,1
227,2,7,15,1,0,25,28,1,0,0.05302782665584116,2,0.15711947865908882,0
324,3,2,16,1,1,14,59,1,1,0.28552350013156014,3,0.3798664500920921,0
141,4,9,7,0,0,39,0,0,0,0.46120422827575336,2,0.44284295979302735,0
55,2,2,10,1,1,35,36,1,1,0.4184513996352107,2,0.4129159797446475,0
125,3,1,10,1,1,41,58,0,0,0.3775166919487192,2,0.3842616843641034,0
397,4,6,13,0,1,32,82,0,1,0.5358728354349328,1,0.4351109848044529,0
302,4,5,14,1,1,44,33,1,1,0.1614768691508257,3,0.29303380840557797,0
147,3,8,17,1,1,34,24,0,0,0.4060182098902524,3,0.46421274692317666,0
188,2,4,13,0,1,44,83,0,1,0.47062558039028024,2,0.44943790627319613,0
464,3,9,14,0,1,24,84,1,1,0.5712623419629785,2,0.5198836393740849,1
456,3,6,20,1,1,34,45,1,1,0.21589150325453887,2,0.2711240522781772,0
363,1,2,21,0,1,20,61,0,1,0.5097811441696019,2,0.4768468009187213,0
432,1,5,12,0,0,36,57,1,0,0.30140658236954243,1,0.2709846076586797,0
386,3,5,25,0,0,15,46,1,0,0.17140827723939422,2,0.23998579406757595,0
116,2,1,11,0,0,46,47,1,0,0.3280866149004906,1,0.2896606304303434,0
283,2,1,14,0,0,24,55,0,0,0.29651352087956684,0,0.20755946461569677,0
204,1,8,6,1,0,47,6,1,0,0.5234935330952091,2,0.4864454731666463,0
461,2,5,15,1,1,13,23,1,1,0.40631661652158246,3,0.4644216315651077,0
148,4,4,10,0,1,38,89,1,1,0.6116822676656836,3,0.6081775873659785,1
291,1,9,5,1,1,44,3,0,0,0.6078156326140163,2,0.5454709428298113,1
346,1,6,20,1,0,11,85,0,0,0.6555567827398412,1,0.5188897479178888,1
433,4,2,16,1,0,33,80,1,1,0.404734472737477,2,0.40331413091623386,0
311,2,3,5,1,0,12,43,0,0,0.44103089104203197,0,0.30872162372942236,0
279,4,4,24,0,0,15,41,0,0,0.2556874546310377,0,0.1789812182417264,0
371,1,5,5,1,0,13,29,1,0,0.5158111781926624,2,0.48106782473486365,0
226,4,2,21,0,0,28,72,1,1,0.3705532818263111,2,0.37938729727841775,0
461,4,6,10,1,1,45,58,1,1,0.33450501280302525,2,0.3541535089621176,0
278,4,5,15,1,1,17,16,1,1,0.17374438703362494,2,0.24162107092353746,0
412,1,4,22,0,0,26,71,1,1,0.4643784663997059,2,0.4450649264797941,0
136,2,10,12,0,0,46,84,1,1,0.6885555551564418,2,0.6019888886095093,1
119,2,1,23,0,0,14,8,1,0,0.40796769469760796,1,0.34557738628832557,0
398,2,10,15,0,0,46,81,0,0,0.4124037039072165,1,0.34868259273505153,0
247,1,6,9,1,0,50,30,1,0,0.30257227559887423,1,0.27180059291921194,0
334,2,4,25,1,0,17,26,0,0,0.24170006842749192,1,0.22919004789924433,0
132,2,1,5,1,1,19,85,1,1,0.7884889956901151,4,0.7919422969830805,1
77,2,4,14,1,1,37,2,0,0,0.4990636909520343,2,0.46934458366642395,0
157,1,3,25,1,0,20,11,1,0,0.37704851063416045,2,0.3839339574439123,0
83,3,1,13,0,0,34,11,0,0,0.3109305953444149,1,0.2776514167410904,0
333,3,3,23,1,0,38,23,1,0,0.07156677048096405,2,0.17009673933667482,0
407,3,4,21,0,0,18,76,1,1,0.37269841484675836,2,0.38088889039273083,0
372,1,7,15,1,0,37,79,1,1,0.3799521590915349,3,0.4459665113640744,0
238,4,9,23,0,0,28,32,1,0,0.255739877252542,2,0.29901791407677936,0
345,1,4,22,1,1,29,26,1,1,0.3264251630340619,3,0.40849761412384333,0
118,3,3,20,1,0,32,84,0,0,0.5043594493969096,1,0.4130516145778367,0
114,4,3,25,0,0,22,1,0,0,0.4135860645978543,0,0.289510245218498,0
210,4,5,16,0,1,15,2,0,0,0.25377956109743205,0,0.1776456927682024,0
409,4,5,22,0,1,32,19,1,1,0.13501062743722803,2,0.2145074392060596,0
396,2,1,18,0,1,13,28,0,0,0.470387368062273,1,0.38927115764359105,0
101,4,5,5,1,1,30,74,0,1,0.5407114814972811,2,0.49849803704809675,0
161,3,1,21,1,0,50,15,0,0,0.30934589139885593,0,0.21654212397919914,0
132,4,9,16,0,1,29,49,0,0,0.3264978369705266,2,0.3485484858793686,0
192,2,9,12,0,0,37,20,1,0,0.2389295045148172,2,0.287250653160372,0
78,2,5,21,0,1,46,84,1,1,0.6669340354638379,2,0.5868538248246865,1
496,4,2,13,0,0,35,85,1,1,0.7143257014289445,3,0.6800279910002611,1
430,3,9,25,0,0,37,44,1,0,0.22385922307617323,1,0.21670145615332126,0
174,2,8,22,1,0,23,68,0,0,0.4064364811252895,2,0.4045055367877026,0
280,4,8,24,1,1,33,20,1,1,0.27409255440026503,3,0.3718647880801855,0
456,2,2,13,0,1,29,29,1,1,0.23450417277550029,1,0.2241529209428502,0
458,3,5,24,0,0,11,70,1,1,0.5421800797660656,2,0.49952605583624593,0
409,2,9,25,0,1,23,0,1,1,0.2656938232352214,2,0.30598567626465495,0
281,3,3,9,0,1,41,11,1,1,0.10118889917825125,2,0.19083222942477585,0
185,4,1,6,0,0,48,66,1,1,0.5091133982476124,2,0.47637937877332864,0
226,1,2,20,0,0,23,75,1,1,0.43585326653360423,3,0.4850972865735229,0
416,3,8,6,1,0,50,23,1,0,0.3540585715435002,2,0.36784100008045006,0
90,1,6,6,1,1,18,5,0,0,0.5583906878682957,1,0.450873481507807,0
138,2,6,6,1,0,32,55,1,0,0.17437183196946937,2,0.24206028237862853,0
71,1,7,8,0,0,13,43,0,0,0.5505477028668211,2,0.5053833920067747,1
253,2,7,23,1,0,20,66,0,0,0.3266467622453674,2,0.34865273357175713,0
203,3,8,16,0,1,45,89,1,1,0.718395896460619,3,0.6828771275224332,1
79,2,2,20,1,0,44,74,0,0,0.4361333796467203,2,0.42529336575270416,0
88,2,2,20,1,1,12,39,1,1,0.3953997781616785,2,0.3967798447131749,0
412,3,8,17,0,1,39,28,1,1,0.09305127484478137,1,0.12513589239134695,0
370,4,8,16,0,0,33,10,0,0,0.25475337297211653,0,0.17832736108048156,0
138,3,8,20,1,0,31,42,1,0,0.2361028339778155,2,0.28527198378447083,0
359,1,10,8,1,1,17,67,1,1,0.5933413584433449,3,0.5953389509103414,1
306,3,5,17,1,1,42,78,0,1,0.4369850665712659,3,0.4858895465998861,0
482,1,1,5,0,1,40,72,1,1,0.9042718599872547,2,0.7529903019910782,1
349,2,7,13,0,1,34,3,0,0,0.23545521550118054,0,0.16481865085082636,0
260,2,3,24,0,1,20,41,1,1,0.11550506146551476,2,0.20085354302586034,0
160,2,4,25,1,0,26,59,0,0,0.21674143527049805,1,0.21171900468934862,0
121,2,2,15,1,1,40,6,0,0,0.39293162400284576,2,0.395052136801992,0
148,2,10,20,0,1,15,17,1,1,0.43150642472196343,2,0.42205449730537437,0
485,2,5,13,0,1,13,35,1,1,0.38413939396229535,1,0.32889757577360673,0
97,4,6,14,0,0,17,60,0,0,0.31184074165706244,1,0.2782885191599437,0
184,1,2,17,0,0,49,90,1,1,0.712316166031366,2,0.6186213162219563,1
410,3,3,25,0,1,24,73,1,1,0.40397728308300873,2,0.40278409815810606,0
53,3,4,23,1,1,40,66,0,0,0.5982834003556878,2,0.5387983802489815,1
180,4,6,15,1,1,17,24,1,1,0.2929079687687788,3,0.38503557813814515,0
68,1,3,13,0,1,21,13,1,1,0.4454992890560462,2,0.4318495023392323,0
284,3,6,22,1,1,23,85,1,1,0.5859345748618252,4,0.6501542024032776,1
191,3,7,25,0,1,18,35,1,1,0.28893521239248265,2,0.32225464867473785,0
274,1,4,14,0,0,15,10,1,0,0.33353298496650585,1,0.29347308947655404,0
294,3,7,13,1,1,30,45,0,0,0.17224501070059195,2,0.24057150749041434,0
378,2,4,19,0,1,45,62,0,1,0.3179402793717411,2,0.3425581955602187,0
487,3,6,10,0,1,42,22,1,1,0.2815861790170191,1,0.25711032531191336,0
356,2,6,9,0,0,23,31,1,0,0.14571500561652584,1,0.16200050393156806,0
330,4,5,7,1,0,26,52,0,0,0.2540343980941474,1,0.23782407866590316,0
90,4,9,6,0,0,23,86,1,1,0.8237553323164394,2,0.6966287326215075,1
269,4,9,21,1,1,45,24,0,0,0.44931072317561704,2,0.4345175062229319,0
394,1,4,11,0,0,27,35,0,0,0.34373993855144436,1,0.300617956986011,0
73,1,3,15,0,1,24,77,1,1,0.6125434126142948,2,0.5487803888300063,1
202,4,10,23,1,0,21,53,1,0,0.39243265175522923,1,0.3347028562286604,0
458,1,5,23,0,0,32,20,1,0,0.34990466626431593,2,0.3649332663850211,0
124,2,6,21,1,0,21,89,0,0,0.5519360790911529,1,0.44635525536380705,0
294,4,9,7,1,0,24,20,1,0,0.1776635753808652,2,0.24436450276660562,0
139,1,4,18,1,1,41,33,0,0,0.37854856951953086,1,0.32498399866367156,0
273,1,10,23,1,1,22,25,1,1,0.5419110575554571,2,0.49933774028881994,0
91,3,3,15,0,0,42,14,0,0,0.3070051625267848,1,0.27490361376874933,0
171,1,1,5,0,1,32,21,1,1,0.4142961418012153,1,0.3500072992608507,0
246,4,6,17,0,0,17,5,0,0,0.2071049055534182,1,0.20497343388739273,0
304,1,2,16,1,1,31,60,0,0,0.403286452763466,2,0.40230051693442614,0
191,1,10,8,0,1,17,75,0,1,0.5885175645835351,2,0.5319622952084746,1
445,1,4,14,1,1,26,83,1,1,0.7099409156258502,3,0.676958640938095,1
80,1,7,11,1,1,50,61,0,1,0.7685099592562631,4,0.7779569714793841,1
234,4,6,23,1,1,13,83,0,1,0.646038996128648,2,0.5722272972900535,1
53,1,6,19,1,0,13,5,0,0,0.64294833609151,1,0.510063835264057,1
400,4,4,9,0,1,12,21,1,1,0.3408017597797065,1,0.29856123184579453,0
284,2,7,17,1,1,22,63,1,1,0.40007602415863486,3,0.4600532169110444,0
369,1,9,15,1,0,50,58,1,0,0.32417126422744347,2,0.34691988495921044,0
198,3,6,19,1,0,45,27,0,0,0.15252069553697722,1,0.16676448687588405,0
342,2,1,24,1,1,22,40,0,0,0.39012999076931454,1,0.3330909935385202,0
161,3,5,22,0,0,40,21,0,0,0.2233696182759396,0,0.1563587327931577,0
321,1,5,16,1,1,35,4,0,0,0.40966580192416624,2,0.40676606134691634,0
229,4,9,12,0,0,18,72,1,1,0.48211738380749836,3,0.5174821686652489,1
430,2,5,6,0,1,39,69,1,1,0.5366284084006563,3,0.5556398858804594,1
392,4,1,8,1,0,18,69,1,1,0.5424395429734181,2,0.49970768008139266,0
151,1,4,9,1,0,14,58,1,0,0.3813560588178686,1,0.326949241172508,0
376,2,3,9,0,1,38,45,1,1,0.13516586692877153,2,0.21461610685014004,0
334,2,7,9,1,1,26,87,0,1,0.5842201747048557,2,0.5289541222933989,1
145,1,5,21,0,1,34,44,1,1,0.25007422354133757,1,0.23505195647893629,0
58,3,10,24,0,1,18,39,1,1,0.5663398005101573,1,0.4564378603571101,0
195,3,6,13,0,0,45,75,0,0,0.275654149681672,1,0.2529579047771704,0
367,3,6,23,0,0,28,61,0,0,0.25417143664294106,2,0.2979200056500587,0
197,4,1,15,1,0,18,18,0,0,0.23069864933245543,0,0.16148905453271878,0
393,4,10,22,1,0,44,27,1,0,0.18655009430891467,2,0.25058506601624025,0
87,1,7,11,0,1,42,21,0,0,0.5489440042087074,1,0.44426080294609516,0
101,1,7,22,1,0,35,73,1,1,0.6579413875795772,3,0.640558971305704,1
277,4,8,20,1,0,13,61,0,0,0.3674897559762975,1,0.31724282918340824,0
286,4,9,25,0,0,49,8,1,0,0.2873985829335397,1,0.26117900805347777,0
392,2,4,14,0,1,34,53,0,0,0.174404199472877,1,0.1820829396310139,0
302,4,9,24,1,0,40,49,1,0,0.1926225552052787,1,0.19483578864369508,0
153,1,8,25,1,0,12,9,1,0,0.541052555697791,2,0.49873678898845364,0
349,3,6,24,1,1,28,48,1,1,0.15043300386806746,2,0.2253031027076472,0
146,2,8,8,1,0,42,19,0,0,0.3460144505087811,2,0.3622101153561468,0
103,3,6,21,0,0,35,69,1,1,0.3682075159941869,3,0.4377452611959308,0
298,2,1,21,1,0,36,11,0,0,0.3220280235016886,0,0.225419616451182,0
439,3,7,7,1,1,47,17,1,1,0.3916233830288467,3,0.45413636812019265,0
434,2,3,19,0,0,45,25,1,0,0.16029733395729684,2,0.2322081337701078,0
135,3,9,21,0,0,50,53,0,0,0.33432850406152415,2,0.3540299528430669,0
253,2,4,18,1,1,31,9,0,0,0.23261566125248223,1,0.22283096287673754,0
428,1,3,10,0,0,42,5,1,0,0.41684042825050716,2,0.41178829977535497,0
151,2,1,12,0,0,14,77,0,0,0.4037817356763075,2,0.4026472149734152,0
262,1,1,13,1,1,29,26,1,1,0.3746064194114499,2,0.3822244935880149,0
239,4,4,9,1,0,44,85,1,1,0.527048218185052,2,0.4889337527295364,0
282,2,8,22,1,0,11,37,0,0,0.2702601889226074,1,0.24918213224582517,0
235,3,4,13,0,0,10,18,0,0,0.27240422613565274,0,0.1906829582949569,0
319,4,4,5,0,1,49,26,1,1,0.3445512435686108,1,0.30118587049802753,0
129,1,10,20,0,0,50,87,1,1,0.8118759884164507,2,0.6883131918915154,1
225,4,4,9,1,1,36,49,1,1,0.22366667094092507,3,0.33656666965864757,0
133,4,4,22,0,0,39,25,1,0,0.20286982689914423,1,0.20200887882940094,0
367,4,10,10,0,0,40,18,1,0,0.2569981015623908,1,0.23989867109367352,0
317,3,3,17,1,0,50,71,0,0,0.3061453054094708,2,0.33430171378662954,0
155,1,3,23,0,0,30,31,1,0,0.27712910590615836,2,0.31399037413431086,0
98,4,6,11,1,0,40,66,1,1,0.49439761037643726,2,0.46607832726350606,0
342,4,1,20,1,1,10,85,1,1,0.7649628118651817,3,0.715473968305627,1
217,1,9,15,0,0,10,76,1,1,0.7104595758618268,2,0.6173217031032787,1
298,4,10,17,1,0,39,41,1,0,0.3004307188289175,2,0.3303015031802422,0
179,1,2,19,1,0,42,69,1,1,0.5101922235505225,2,0.47713455648536574,0
460,2,8,15,0,1,16,88,1,1,0.6683549254614983,3,0.6478484478230488,1
341,3,7,7,0,1,39,57,0,0,0.27390044130267144,0,0.19173030891186998,0
342,4,3,23,0,1,28,73,1,1,0.3814085387715691,3,0.44698597714009836,0
87,3,10,18,1,0,22,73,0,0,0.4716796900481136,2,0.4501757830336795,0
72,3,4,14,1,0,26,64,0,0,0.36932463641428503,2,0.3785272454899995,0
195,4,1,9,0,0,42,7,1,0,0.30609703750985884,1,0.27426792625690116,0
78,3,2,11,0,0,45,38,0,0,0.28924217767678917,1,0.26246952437375237,0
442,3,10,16,0,1,16,21,1,1,0.26771697787973414,1,0.24740188451581388,0
137,3,9,20,0,0,36,48,0,0,0.33461748789205004,1,0.294232241524435,0
454,2,10,16,0,0,15,52,1,0,0.32534266294229675,2,0.34773986405960766,0
344,3,7,22,1,0,34,36,0,0,0.11779756109772344,1,0.14245829276840638,0
269,3,4,18,1,1,34,82,0,1,0.5154366060657263,2,0.48080562424600837,0
488,4,10,14,1,1,47,25,1,1,0.3917671872022842,2,0.3942370310415989,0
144,2,8,17,1,1,20,28,1,1,0.3730142638702695,3,0.4411099847091886,0
403,4,1,15,0,0,28,71,1,1,0.4690669573394347,3,0.5083468701376043,1
311,1,3,21,1,0,15,43,0,0,0.3553185188220648,0,0.24872296317544532,0
402,2,8,9,0,1,12,35,1,1,0.3259331938092427,2,0.34815323566646983,0
151,2,6,25,0,0,41,1,1,0,0.3172765302305023,1,0.2820935711613516,0
300,4,1,19,0,1,44,51,1,1,0.2965794024755627,2,0.3276055817328939,0
83,4,10,22,1,0,32,69,0,0,0.5729311661547303,2,0.5210518163083111,1
252,3,3,6,0,0,27,90,1,1,0.596159348020503,2,0.5373115436143521,1
334,3,4,19,0,0,42,6,1,0,0.16366120382036975,2,0.2345628426742588,0
58,1,2,24,0,1,31,30,1,1,0.4775943920119776,1,0.3943160744083843,0
481,3,2,8,1,1,14,50,1,1,0.6246383517809049,2,0.5572468462466333,1
217,4,1,8,1,0,46,56,1,0,0.27805598205400983,1,0.2546391874378069,0
368,1,2,10,1,1,13,60,1,1,0.5133803589712498,2,0.4793662512798748,0
198,3,2,14,0,0,50,89,0,0,0.5268256972069831,1,0.42877798804488815,0
317,1,1,21,1,1,15,50,0,0,0.5408780178988831,1,0.4386146125292182,0
418,3,6,11,1,0,46,49,1,0,0.09878855636134642,2,0.18915198945294248,0
472,2,8,23,1,1,10,75,1,1,0.725702002357678,3,0.6879914016503745,1
109,2,3,21,0,0,40,0,1,0,0.3651830190078321,1,0.31562811330548246,0
78,2,6,7,1,1,35,4,1,1,0.4876241702210685,2,0.46133691915474795,0
224,4,9,17,1,1,37,67,0,1,0.54685372211334,4,0.622797605479338,1
230,3,10,6,1,1,49,69,1,1,0.7418126271576613,4,0.7592688390103629,1
477,2,4,22,0,1,20,89,1,1,0.632865202528489,2,0.5630056417699423,1
494,4,6,13,1,1,25,81,1,1,0.5910262457347213,3,0.5937183720143049,1
57,2,9,15,0,1,47,83,0,0,0.8052993116876681,3,0.7437095181813675,1
311,4,10,22,1,0,29,51,0,0,0.2309844537029202,1,0.22168911759204413,0
491,3,8,22,1,0,38,34,1,0,0.20297454161139983,2,0.2620821791279799,0
465,4,4,23,0,0,33,5,1,0,0.31141099331488353,2,0.33798769532041845,0
396,4,9,13,0,1,21,82,0,1,0.6258806930304416,2,0.5581164851213091,1
395,3,1,22,0,0,27,16,0,0,0.3996201896537871,0,0.27973413275765097,0
394,3,2,24,1,1,49,31,0,0,0.35944758485200434,2,0.371613309396403,0
254,1,7,9,1,1,25,74,0,1,0.5344244474841856,3,0.5540971132389299,1
356,3,7,14,0,1,45,5,0,0,0.24429774705623264,0,0.17100842293936283,0
194,2,9,14,1,1,12,30,1,1,0.38936856500850725,2,0.39255799550595505,0
303,3,5,24,0,1,37,73,1,1,0.28472190533678454,3,0.37930533373574915,0
396,1,8,24,0,0,39,15,1,0,0.26867082451261637,2,0.30806957715883143,0
303,4,2,23,0,1,30,32,1,1,0.15225721107571288,2,0.226580047752999,0
368,1,9,18,1,0,27,84,1,1,0.5393658460251926,2,0.49755609221763475,0
137,1,8,15,0,1,29,60,0,0,0.4839774167952344,2,0.4587841917566641,0
290,1,1,18,0,0,38,64,1,1,0.4961816543794779,2,0.4673271580656345,0
320,2,10,16,1,0,40,79,0,0,0.3662949040628489,1,0.3164064328439942,0
302,4,9,25,0,0,10,20,1,0,0.3576632540218385,2,0.37036427781528697,0
243,1,10,12,1,0,33,82,1,1,0.7542786957288099,2,0.6479950870101668,1
480,1,10,11,1,1,12,53,1,1,0.7237629017492032,2,0.6266340312244422,1
326,2,7,21,1,1,40,55,1,1,0.17767261577427618,3,0.3043708310419933,0
418,3,8,22,1,0,37,55,1,0,0.15596962170232787,1,0.16917873519162951,0
75,2,10,8,1,1,30,75,1,1,0.7651954044306039,4,0.7756367831014227,1
88,4,7,25,1,1,27,35,1,1,0.5208346464049158,2,0.48458425248344106,0
84,3,4,22,0,1,47,58,1,1,0.27944691420393886,2,0.3156128399427572,0
234,1,9,10,1,0,35,16,0,0,0.45616037518028907,2,0.4393122626262023,0
393,4,2,5,1,0,34,7,0,0,0.6038088887109082,0,0.4226662220976357,0
157,3,3,24,0,1,31,81,1,1,0.3539947301130101,3,0.42779631107910704,0
329,3,1,7,0,1,19,49,0,0,0.37722219917952104,1,0.32405553942566473,0
351,1,9,18,1,0,15,44,1,0,0.3424419162586644,1,0.2997093413810651,0
336,1,6,24,1,1,14,62,1,1,0.6019415220127821,3,0.6013590654089473,1
310,1,8,8,1,0,45,37,1,0,0.2762188037241671,1,0.2533531626069169,0
443,3,8,21,0,0,50,73,1,1,0.3773002789634837,3,0.44411019527443857,0
80,3,4,9,0,0,24,49,0,0,0.2909781595376467,1,0.26368471167635266,0
459,2,1,22,1,0,13,88,1,1,0.8727432195854586,3,0.790920253709821,1
